supplier_id;kind;paceSetter_line;name;part_of;claimed_by
CM818TL;PART;CM818*;;CM818*;p-8852-powder-coated-travel-water-bottle
CM818WH;PART;CM818*;;CM818*;p-8852-powder-coated-travel-water-bottle
CM818YW;PART;CM818*;;CM818*;p-8852-powder-coated-travel-water-bottle
CM822BL;ORPHAN;CM822BL;;;p-8901-water-bottle-carabiner-small
CM822GR;ORPHAN;CM822GR;;;p-8902-water-bottle-carabiner-large
CM822OR;ORPHAN;CM822OR;;;p-8902-water-bottle-carabiner-large
CM822PU;ORPHAN;CM822PU;;;p-8902-water-bottle-carabiner-large
CM822RD;ORPHAN;CM822RD;;;p-8902-water-bottle-carabiner-large
CM824BS;PART;CM824;;CM824;p-8671-engraved-leatherette-jewelry-box
CM824BV;PART;CM824;;CM824;p-8671-engraved-leatherette-jewelry-box
CM824DB;ORPHAN;CM824DB;;;p-8671-engraved-leatherette-jewelry-box
CM824GY;ORPHAN;CM824GY;;;p-8671-engraved-leatherette-jewelry-box
CM824PK;ORPHAN;CM824PK;;;p-8671-engraved-leatherette-jewelry-box
CM824RD;ORPHAN;CM824RD;;;p-8671-engraved-leatherette-jewelry-box
CM824RV;ORPHAN;CM824RV;;;p-8671-engraved-leatherette-jewelry-box
CM824RW;ORPHAN;CM824RW;;;p-8671-engraved-leatherette-jewelry-box
CM824TL;ORPHAN;CM824TL;;;p-8671-engraved-leatherette-jewelry-box
CM825;PRODUCT;CM825;Stainless Steel Whiskey Stone Gift Set In Bamboo ;;p-8686-stainless-steel-whiskey-stone-gift-set-in-bamboo-case
CM826BS;PART;CM826;;CM826;p-8672-engraved-leatherette-wallet-wstrap
CM826BV;ORPHAN;CM826BV;;;p-8672-engraved-leatherette-wallet-wstrap
CM826DB;ORPHAN;CM826DB;;;p-8672-engraved-leatherette-wallet-wstrap
CM826GY;ORPHAN;CM826GY;;;p-8672-engraved-leatherette-wallet-wstrap
CM826PK;ORPHAN;CM826PK;;;p-8672-engraved-leatherette-wallet-wstrap
CM826PU;ORPHAN;CM826PU;;;p-8672-engraved-leatherette-wallet-wstrap
CM826RV;ORPHAN;CM826RV;;;p-8672-engraved-leatherette-wallet-wstrap
CM826RW;ORPHAN;CM826RW;;;p-8672-engraved-leatherette-wallet-wstrap
CM826TL;ORPHAN;CM826TL;;;p-8672-engraved-leatherette-wallet-wstrap
CM826WH;ORPHAN;CM826WH;;;p-8672-engraved-leatherette-wallet-wstrap
D1036B;ORPHAN;D1036B;;;p-8109-magnetic-entrapment-award
DA01;ORPHAN;DA01;;;p-8053-gold-metal-trophy-cup
DCC0500A;PART;DCC0500;;DCC0500;p-5348-3-layer-multi-dimensional-digi-color-award
DCC0500B;PART;DCC0500;;DCC0500;p-5348-3-layer-multi-dimensional-digi-color-award
DCC0501A;PRODUCT;DCC0501A;2-Layer Multi-Dimensional Digi-Color Award;;p-5334-2-layer-multi-dimensional-digi-color-award
DCC0501B;PRODUCT;DCC0501B;2-Layer Multi-Dimensional Digi-Color Award;;p-5334-2-layer-multi-dimensional-digi-color-award
DCC0504;PRODUCT;DCC0504;Oval Triple Layer Cutout on Base;;p-6152-oval-triple-layer-cutout-award-on-base
DCC0812A;ORPHAN;DCC0812A;;;p-5700-full-color-free-standing-lucite-block
DCC0812B;ORPHAN;DCC0812B;;;p-5700-full-color-free-standing-lucite-block
DCC0812C;ORPHAN;DCC0812C;;;p-5700-full-color-free-standing-lucite-block
DCC0813A;ORPHAN;DCC0813A;;;p-5700-full-color-free-standing-lucite-block
DCC0813B;ORPHAN;DCC0813B;;;p-5700-full-color-free-standing-lucite-block
DCC0813C;ORPHAN;DCC0813C;;;p-5700-full-color-free-standing-lucite-block
DCC3001BWN;PART;DCC3001B*;;DCC3001BEB;p-8730-choice-of-digi-large
DCC3001CEB;PRODUCT;DCC3001C*;Choice of Digi-Color Plate on Economy Board;DCC3001CWN;p-7912-choice-of-digi-medium
DCC3001CWN;PRODUCT;DCC3001C*;Choice of Digi-Color Plate on Economy Board;DCC3001CEB;p-6327-walnut-finish-plaque-w-choice-of-plate-board
DCC3001DWN;PRODUCT;DCC3001D*;Choice of Digi-Color Plate on Economy Board;DCC3001DEB;p-6327-walnut-finish-plaque-w-choice-of-plate-board
DCC3001EWN;PRODUCT;DCC3001E*;Choice of Digi-Color Plate on Economy Board;DCC3001EEB;p-6327-walnut-finish-plaque-w-choice-of-plate-board
DCCD226B;ORPHAN;DCCD226B;;;p-6311-thick-beveled-paperweight-award
DCCD332A;PART;DCCD332;;DCCD332;p-5406-beveled-circle-award-with-digital-color
DCCD332B;PART;DCCD332;;DCCD332;p-5406-beveled-circle-award-with-digital-color
DCCD332C;PART;DCCD332;;DCCD332;p-5406-beveled-circle-award-with-digital-color
DCCD424ACU;PRODUCT;DCCD424**;Medium Digi-Color Lucite Award;DCCD424ARB;p-5678-large-rectangular-custom-digi-color-lucite-award
DCCD424ARB;PRODUCT;DCCD424**;Medium Digi-Color Lucite Award;DCCD424ACU;p-8160-rectangular-digi-color-lucite-ribbon-award
DCCD424BCU;PRODUCT;DCCD424B;Medium Digi-Color Lucite Award;;p-5678-large-rectangular-custom-digi-color-lucite-award
DCCD424BRB;PRODUCT;DCCD425**;Large Digi-Color Lucite Award;;p-8160-rectangular-digi-color-lucite-ribbon-award
DCCD520DEB;PART;DCCD520;;DCCD520;p-7984-ebony-piano-finish-plaque
DCCD520DGA;PART;DCCD520;;DCCD520;p-8730-choice-of-digi-large
DCCD520DRW;PART;DCCD520;;DCCD520;p-8730-choice-of-digi-large
DCCD520DWN;PART;DCCD520;;DCCD520;p-8730-choice-of-digi-large
DCCD520EEB;PART;DCCD520;;DCCD520;p-5711-ebony-finish-plaque-with-choice-of-plate-and-board
DCCD520EGA;PART;DCCD520;;DCCD520;p-8729-choice-of-digi-small
DCCD520ERW;PART;DCCD520;;DCCD520;p-8729-choice-of-digi-small
DCCD520EWN;PART;DCCD520;;DCCD520;p-8729-choice-of-digi-small
DCCD943A;ORPHAN;DCCD943A;;;p-8732-clear-acrylic-circle-on-clear-base-award
DCCD943B;ORPHAN;DCCD943B;;;p-8732-clear-acrylic-circle-on-clear-base-award
DCCD943C;ORPHAN;DCCD943C;;;p-8732-clear-acrylic-circle-on-clear-base-award
DCCD944A;PART;DCCD944;;DCCD944;p-6342-white-wood-beveled-edge-block
DCCD944B;PART;DCCD944;;DCCD944;p-6342-white-wood-beveled-edge-block
DCCD944C;PART;DCCD944;;DCCD944;p-6342-white-wood-beveled-edge-block
DCGI35;ORPHAN;DCGI35;;;p-5942-jade-glass-octagon-on-base-w-digi
DCGI36;ORPHAN;DCGI36;;;p-5941-jade-glass-oblong-octagon-award-trophy
DCGI496A;ORPHAN;DCGI496A;;;p-5937-jade-glass-circle-award
DCGI496B;ORPHAN;DCGI496B;;;p-5937-jade-glass-circle-award
DCGI527A;ORPHAN;DCGI527A;;;p-5945-jade-glass-slant-peak-award-trophy
DCGI527B;ORPHAN;DCGI527B;;;p-5945-jade-glass-slant-peak-award-trophy
DCGI527C;ORPHAN;DCGI527C;;;p-5945-jade-glass-slant-peak-award-trophy
DCGI540A;ORPHAN;DCGI540A;;;p-5664-crystal-tablets-with-digi-medium
DCGI540B;ORPHAN;DCGI540B;;;p-5663-crystal-tablets-with-digi-color-award
DCGI540C;ORPHAN;DCGI540C;;;p-5662-crystal-tablets-with-digi-awards
DCGI541A;PART;DCGI541;;DCGI541;p-5418-beveled-digi-medium-award
DCGI541B;PART;DCGI541;;DCGI541;p-5418-beveled-digi-medium-award
DCGM446A;ORPHAN;DCGM446A;;;p-5948-jade-glass-tablet-award-plaque
DCGM446B;ORPHAN;DCGM446B;;;p-5948-jade-glass-tablet-award-plaque
DCGM446C;ORPHAN;DCGM446C;;;p-5948-jade-glass-tablet-award-plaque
DCGM448;ORPHAN;DCGM448;;;p-5637-crystal-card-paperweight-w-digi
EP10;PRODUCT;EP10;Raised Lucite Silver Swirl 12-Plt Plaque  with Easy Perpetual Plate Release Program;;p-8855-raised-lucite-silver-swirl-perpetual-plaque
EP10PKG;PRODUCT;EP10PKG;"Raised Lucite Silver Swirl 12-Plt Plaque  with Easy Perpetual Plate Release Program and 12 Individual 5"" x 7"" Companion Plaques";;p-8855-raised-lucite-silver-swirl-perpetual-plaque
EP11;PRODUCT;EP11;Clear Acrylic EZ Perpetual;;p-7916-clear-acrylic-ez-perpetual-plaque
EP2;PRODUCT;EP2;Walnut Finish 13-Plt Scroll Border Photo Plaque  with Easy Perpetual Plate Release Program;;p-8900-scroll-border-photo-plaque
EP20PKG;ORPHAN;EP20PKG;;;p-8894-turquoise-and-stone-lucite-13-plate-photo-plaque
EP21;PRODUCT;EP21;Turquoise and Stone Background Lucite 12-Plt Plaque with Easy Perpetual Plate Release Program;;p-6315-turquoise-and-stone-background-lucite-perpetual-plaque
EP22;PRODUCT;EP22;Blue Steel Background Beveled Lucite 12-Plt Plaque  with Easy Perpetual Plate Release Program;;p-5518-blue-steel-background-beveled-lucite-perpetual-plaque
EP22PKG;PRODUCT;EP22PKG;"Blue Steel Background Beveled Lucite 12-Plt Plaque  with Easy Perpetual Plate Release Program and 12 Individual 4"" x 6"" Companion Plaques";;p-8721-blue-steel-beveled-lucite
EP23;PRODUCT;EP23;Crimson Border Beveled Lucite 12-Plt Plaque  with Easy Perpetual Plate Release Program;;p-8736-crimson-border-beveled-lucite
EP23PKG;ORPHAN;EP23PKG;;;p-8736-crimson-border-beveled-lucite
EP25;PRODUCT;EP25;Blue Steel Contoured Lucite 12-Plt Award on Base with Easy Perpetual Plate Release Program;;p-8722-blue-steel-contoured-lucite
EP25PKG;ORPHAN;EP25PKG;;;p-8722-blue-steel-contoured-lucite
EP2PK;PRODUCT;EP2PK;"Walnut Finish 13-Plt Scroll Border Photo Plaque  with Easy Perpetual Plate Release Program and 12 Individual 5"" x 7"" Companion Plaques";;p-8900-scroll-border-photo-plaque
EP5;PRODUCT;EP5;Rosewood Piano Finish 12-Plt Pearl Border Plaque  with Easy Perpetual Plate Release Program;;p-8863-rosewood-12-plate-perpetual-plaque
EP9;PRODUCT;EP9;Ebony Finish 12-Plt Layered Blue and Silver Border Plaque  with Easy Perpetual Plate Release Program;;p-8831-ebony-finish-12-plt-layered-blue-and-silver-border-plaque-with-easy-perpetual-plate-release-program
EP9PK;PRODUCT;EP9PK;"Ebony Finish 12-Plt Layered Blue and Silver Border Plaque  with Easy Perpetual Plate Release Program  and 12 Individual 5"" x 7"" Companion Plaques";;p-8831-ebony-finish-12-plt-layered-blue-and-silver-border-plaque-with-easy-perpetual-plate-release-program
G0500A;PART;G0500;;G0500;p-8182-slant-top-vase
G0500B;PART;G0500;;G0500;p-8182-slant-top-vase
G0500C;PART;G0500;;G0500;p-8182-slant-top-vase
G0606;PRODUCT;G0606;Starphire Glass/Aluminum Levels Award  (Aluminum Achievement Bars Sold Separately);;p-6286-starphire-glassaluminum-levels-award
G0617;PRODUCT;G0617;Glass Domed Paperweight;;p-6175-prestigious-paperweights-glass-domed
G0655A;PRODUCT;G0655A;Ebony Piano Finish Board with Raised Starphire Glass;;p-5707-ebony-plaque-with-raised-starphire-glass
G0655B;PRODUCT;G0655B;Ebony Piano Finish Board with Raised Starphire Glass;;p-5707-ebony-plaque-with-raised-starphire-glass
G0656A;PRODUCT;G0656A;Rosewood Piano Finish Board with Raised Starphire Glass;;p-6215-rosewood-plaque-w-raised-starphire-glass
G0656B;PRODUCT;G0656B;Rosewood Piano Finish Board with Raised Starphire Glass;;p-6215-rosewood-plaque-w-raised-starphire-glass
G0661A;PART;G0661;;G0661;p-8073-jade-glass-rectangle-on-base
G0661B;PART;G0661;;G0661;p-8073-jade-glass-rectangle-on-base
G0713A;PRODUCT;G0713A;Optic Crystal Globe on Base - Small;;p-6119-optic-crystal-globe-on-base-award-trophy
G0713B;PRODUCT;G0713B;Optic Crystal Globe on Base - Medium;;p-6119-optic-crystal-globe-on-base-award-trophy
G0713C;PRODUCT;G0713C;Optic Crystal Globe on Base - Large;;p-6118-large-optic-crystal-globe-award-trophy
G0976;PRODUCT;G0976;Jade Glass Triangle Vase;;p-5949-jade-glass-triangle-vase
G0982;PRODUCT;G0982;Clear Glass Sculpted Ice Vase;;p-5599-clear-glass-sculpted-ice-vase
G0983;PRODUCT;G0983;Clear Glass Box;;p-5598-clear-glass-box
G0984;PRODUCT;G0984;Faceted Crystal Heart Paperweight;;p-5725-faceted-crystal-heart-paperweight
G0985A;PART;G0985;;G0985;p-7983-ebony-piano-finish-plaque-with-raised-glass
G0985B;PART;G0985;;G0985;p-7983-ebony-piano-finish-plaque-with-raised-glass
G0986A;PART;G0986;;G0986;p-8164-rosewood-piano-finish-board-with-raised-glass
G0986B;PART;G0986;;G0986;p-8164-rosewood-piano-finish-board-with-raised-glass
G0987A;ORPHAN;G0987A;;;p-7880-black-glass-arrowhead
G0987B;ORPHAN;G0987B;;;p-7880-black-glass-arrowhead
G0987C;ORPHAN;G0987C;;;p-7880-black-glass-arrowhead
G0988A;PART;G0988;;G0988;p-7939-clear-vase
G0988B;PART;G0988;;G0988;p-7939-clear-vase
G0989A;ORPHAN;G0989A;;;p-7920-clear-angular-vase
G0989B;ORPHAN;G0989B;;;p-7920-clear-angular-vase
G0990;PRODUCT;G0990;9 oz. Stemless Wine Glass;;p-8663-9-oz-stemless-wine-glass
G0991;PRODUCT;G0991;15 oz. Stemless Wine Glass;;p-8657-15-oz-stemless-wine-glass
G0992;PRODUCT;G0992;16 oz. Pint Mixing Glass;;p-8659-16-oz-pint-mixing-glass
G0993;ORPHAN;G0993;;;p-8658-16-oz-pilsner-glass
G0994;PRODUCT;G0994;16 oz. Willi Becher Beer Glass;;p-8660-16-oz-willi-becher-beer-glass
G0995;PRODUCT;G0995;8 oz. Champagne Flute;;p-8662-8-oz-champagne-flute
G0996;PRODUCT;G0996; 19 oz. Wine Glass;;p-8661-19-oz-wine-glass
G0999A;ORPHAN;G0999A;;;p-7879-black-glass-pinnacle-award
G0999B;ORPHAN;G0999B;;;p-7879-black-glass-pinnacle-award
G0999C;ORPHAN;G0999C;;;p-7879-black-glass-pinnacle-award
G1000;ORPHAN;G1000;;;p-8674-large-crystal-triangular-votive-holder
G1001BK;ORPHAN;G1001BK;;;p-8667-black-crystal-triangular-votive-holder
G1001BL;ORPHAN;G1001BL;;;p-8668-blue-crystal-triangular-votive-holder
G1001WH;ORPHAN;G1001WH;;;p-8690-white-crystal-triangular-votive-holder
GI01;PRODUCT;GI01;Majestic Optic Crystal Executive Tower;;p-6117-optic-crystal-executive-tower-award
GI04;PRODUCT;GI04;Optic Crystal Circle with Blue Gemstone Base;;p-6109-optic-crystal-circle-award-with-blue-gemstone-base
GI05;PRODUCT;GI05;Optic Crystal Rectangle with Blue Gemstone Base;;p-6129-optic-crystal-rectangle-award-with-blue-gemstone-base
GI09;PRODUCT;GI09;Optic Crystal Rising Star on Glass Base;;p-6212-rising-star-on-glass-base
GI18;PRODUCT;GI18;Blue and Optic Crystal Peak on Aluminum Base  (Includes Sandblast in 2 Locations and Silver Color-Fill on Blue Glass);;p-5469-blue-optic-crystal-peak-on-base
GI204;PRODUCT;GI204;Tear Drop Art Glass on Black Glass Base (Includes Silver Color-Fill on Base Only);;p-5876-black-tear-drop-art-glass-award-on-glass-base
GI206;PRODUCT;GI206;Spiral Art Glass on Black Glass Base  (Includes Silver Color-Fill on Base);;p-5390-art-glass-green-spiral-on-black-glass-base-award
GI213;PRODUCT;GI213;Beveled Freeform Blue and Optic Crystal;;p-5419-beveled-freeform-blue-and-optic-crystal-award
GI215;PRODUCT;GI215;Deep Beveled Optic Crystal  with Thick Honey Gold Glass Accent;;p-5415-beveled-crystal-w-gold-glass-accent
GI23A;PRODUCT;GI23;Optic Crystal Octagon Tower - Small;;p-8836-octagon-tower
GI23B;PRODUCT;GI23B;Optic Crystal Octagon Tower - Medium;;p-8836-octagon-tower
GI23C;PRODUCT;GI23C;Optic Crystal Octagon Tower - Large;;p-8836-octagon-tower
GI26A;PRODUCT;GI26A;Optic Crystal Obelisk - Medium;;p-6123-optic-crystal-obelisk
GI26B;PRODUCT;GI26B;Optic Crystal Obelisk - Large;;p-6123-optic-crystal-obelisk
GI27A;PRODUCT;GI27A;Starphire Glass with Brushed Silver Base- Medium;;p-5671-diamond-glass-award-on-chrome-base
GI27B;PRODUCT;GI27B;Starphire Glass with Brushed Silver Base- Large;;p-5671-diamond-glass-award-on-chrome-base
GI29A;PART;GI29;;GI29;p-6143-optic-crystal-wedge-award-trophy
GI29B;PART;GI29;;GI29;p-6143-optic-crystal-wedge-award-trophy
GI29C;PART;GI29;;GI29;p-6143-optic-crystal-wedge-award-trophy
GI29D;PART;GI29;;GI29;p-8123-optic-crystal-wedge-award-large
GI306;ORPHAN;GI306;;;p-8892-the-noir-glass-dome-on-black-glass-base
GI307;PRODUCT;GI307;The Noir Glass Wave on Black Glass Base;;p-8893-the-noir-glass-wave-on-black-glass-base
GI309;PRODUCT;GI309;Blue and Optic Crystal Arches (Includes Silver Color-Fill - Oval Date Bars Sold Separately);;p-8713-blue-and-optic-crystal-arches
GI30A;PRODUCT;GI30A;Optic Crystal Circular Wedge;;p-8838-optic-crystal-circular-wedge-award
GI30B;PRODUCT;GI30B;Optic Crystal Circular Wedge;;p-8838-optic-crystal-circular-wedge-award
GI30C;PRODUCT;GI30C;Optic Crystal Circular Wedge;;p-8838-optic-crystal-circular-wedge-award
GI31;PRODUCT;GI31;Optic Crystal Oval Paperweight;;p-6174-prestigious-optic-crystal-oval-paperweight
GI310;PRODUCT;GI310;Blue and Optic Crystal Beveled Glass Towers (Includes 1 Glass Bar with Silver Color-Fill);;p-5470-blue-and-crystal-beveled-glass-towers
GI311BAR;PRODUCT;GI311BAR;Blue Glass Bar with Silver Color-Fill (Includes FREE Text Set-up);GI311BARK;p-5498-blue-glass-bar-with-silver-color
GI32;PRODUCT;GI32;Optic Crystal Rectangular Paperweight;;p-6155-paperweight-optic-crystal-rectangular-award
GI322;PRODUCT;GI322;Blue and Optic Crystal Peak on Aluminum Base  (Includes Silver Color-Fill - Date Tabs Sold Separately);;p-5468-blue-optic-crystal-peak-perpetual-award
GI35;PRODUCT;GI35;Jade Glass Octagon on Base;;p-5951-jade-impressions-octagon-on-base
GI36;PRODUCT;GI36;Jade Glass Oblong Octagon on Base;;p-8072-jade-glass-oblong-octagon-on-base
GI489;PRODUCT;GI489;Optic Crystal Tapered Star Tower;;p-6135-optic-crystal-star-tapered-tower-award
GI491A;PRODUCT;G0680;Optic Crystal Rectangle - Medium;;p-8840-optic-crystal-rectangle-award
GI491B;PRODUCT;GI491B;Optic Crystal Rectangle - Large;;p-8840-optic-crystal-rectangle-award
GI491C;PRODUCT;GI491;Optic Crystal Billboard;;p-8837-optic-crystal-billboard
GI493;PRODUCT;GI493;Optic Crystal Bullnose Rectangle;;p-6106-optic-crystal-bullnose-rectangle
GI496A;PRODUCT;GI496A;Jade Glass Circle on Base - Medium;;p-5936-jade-glass-circle-on-base
GI496B;PRODUCT;GI496B;Jade Glass Circle on Base - Large;;p-5936-jade-glass-circle-on-base
GI498;PRODUCT;GI498;Blue and Optic Crystal Victory Award;;p-5472-blue-and-optic-crystal-victory-award
GI50;PRODUCT;GI50;Optic Crystal Pentagon Tower;;p-6127-optic-crystal-pentagon-tower
GI51;PRODUCT;GI51;Optic Crystal Vertex Tower;;p-6140-optic-crystal-vertex-tower
GI512AB;PART;GI512;;GI512;p-5523-blue-vibrant-gemstone-award
GI512AGO;ORPHAN;GI512AGO;;;p-5903-gold-vibrant-gemstone-award
GI512AGR;PART;GI512;;GI512;p-8769-green-vibrant-gemstone-award
GI512BB;PART;GI512;;GI512;p-5523-blue-vibrant-gemstone-award
GI512BGO;ORPHAN;GI512BGO;;;p-5903-gold-vibrant-gemstone-award
GI512BGR;PART;GI512;;GI512;p-8769-green-vibrant-gemstone-award
GI513AB;PART;GI513A;;GI513A;p-5509-blue-optic-crystal-gemstone-award
GI513AGO;ORPHAN;GI513AGO;;;p-5895-gold-optic-crystal-gemstone-award
GI513AGR;PART;GI513A;;GI513A;p-8768-green-optic-crystal-gemstone-award
GI513BB;PART;GI513B;;GI513B;p-5509-blue-optic-crystal-gemstone-award
GI513BGO;ORPHAN;GI513BGO;;;p-5895-gold-optic-crystal-gemstone-award
GI513BGR;PART;GI513B;;GI513B;p-8768-green-optic-crystal-gemstone-award
GI513CB;PART;GI513C;;GI513C;p-5509-blue-optic-crystal-gemstone-award
GI513CGO;ORPHAN;GI513CGO;;;p-5895-gold-optic-crystal-gemstone-award
GI513CGR;PART;GI513C;;GI513C;p-8768-green-optic-crystal-gemstone-award
GI514;PRODUCT;GI514;Curved Beveled-Top Crystal on Beveled Base;;p-5677-curved-beveled-top-crystal-award-on-base
GI515B;PART;GI515;;GI515;p-5484-blue-curved-beveled
GI515BK;PART;GI515;;GI515;p-5433-black-curved-beveled
GI515GR;PART;GI515;;GI515;p-8765-green-curved-beveled
GI524A;PRODUCT;GI524A;Optic Crystal Reaching Arch on Black Glass Base - Small;;p-5648-crystal-reaching-arch-award-on-glass-base
GI524B;PRODUCT;GI524B;Optic Crystal Reaching Arch on Black Glass Base - Large;;p-5648-crystal-reaching-arch-award-on-glass-base
GI527A;PRODUCT;GI527A;Jade Glass Slant Peak on Base - Small;;p-5944-jade-glass-slant-peak-on-base-award-trophy
GI527B;PRODUCT;GI527B;Jade Glass Slant Peak on Base - Medium;;p-5944-jade-glass-slant-peak-on-base-award-trophy
GI527C;PRODUCT;GI527C;Jade Glass Slant Peak on Base - Large;;p-5944-jade-glass-slant-peak-on-base-award-trophy
GI530;PRODUCT;GI530;Optic Crystal Arched Wedge;;p-6104-optic-crystal-arched-wedge
GI540A;PRODUCT;GI540A;Crystal Tablet - Small;;p-5660-crystal-tablet-medium
GI540B;PRODUCT;GI540B;Crystal Tablet - Medium;;p-5659-crystal-tablet-large
GI540C;PRODUCT;GI540C;Crystal Tablet - Large;;p-5658-crystal-tablet-small
GI567;PRODUCT;GI567;Round Clear Glass Paperweight;;p-5661-crystal-tablets-round-glass-paperweight
GI568;ORPHAN;GI568;;;p-5392-art-glass-vases-distinctive-glass-glazed
GI569;ORPHAN;GI569;;;p-5391-art-glass-vases-brilliant-red-centerpiece
GI581A;ORPHAN;GI581A;;;p-6116-optic-crystal-dome-wedge-award-trophy
GI581B;PART;GI581;;GI581;p-6116-optic-crystal-dome-wedge-award-trophy
GI582MC;ORPHAN;GI582MC;;;p-6261-slant-front-crystal-award-with-compass-medallion
GI582MG;ORPHAN;GI582MG;;;p-6263-slant-front-crystal-award-with-globe-medallion
GI582MS;ORPHAN;GI582MS;;;p-6265-slant-front-crystal-award-with-star-medallion
GI582YD;ORPHAN;GI582YD;;;p-6262-slant-front-crystal-with-logo-medallion
GI582YL;ORPHAN;GI582YL;;;p-6264-slant-front-crystal-with-lasered-black-disc-logo-medallion
GI583M;PRODUCT;GI583M;Carved Clear Crystal on Black Base with Choice of Medallion (Includes Silver Color-Fill on Black);;p-5546-carved-clear-crystal-on-black-base-with-compass-medallion
GI583MS;PART;GI583M;;GI583M;p-5548-carved-clear-crystal-on-black-base-with-star-medallion-includes-silver-color
GI583YD;PART;GI583Y;;GI583Y;p-5544-carved-clear-crystal-on-black-base-wdigi
GI583YL;PART;GI583Y;;GI583Y;p-5545-carved-clear-crystal-award-on-black-base-with-logo-medallion
GI584AYD;ORPHAN;GI584AYD;;;p-8742-crystal-tablet-with-digi-large
GI584BYD;ORPHAN;GI584BYD;;;p-8741-crystal-tablet-with-digi-small
GI585;ORPHAN;GI585;;;p-5905-gray-art-glass-vase
GI586BK;PRODUCT;GI586*;Two-Tone Crescent Curved Glass  (Includes Silver Color-Fill on Black/Blue);GI586BL;p-6317-clear-and-black-crescent-curved-glass-award-trophy
GI586BL;PRODUCT;GI586*;Two-Tone Crescent Curved Glass  (Includes Silver Color-Fill on Black/Blue);GI586BK;p-8896-two-tone-clear-and-blue-crescent-curved-glass-includes-silver-color
GI594;PRODUCT;GI594;Optic Crystal with Blue Crystal Accent;;p-6145-optic-crystal-award-with-blue-crystal-accent
GI595BK;PART;GI595;;GI595;p-5600-clear-glass-with-bold-black-crystal-accent
GI595BL;PART;GI595;;GI595;p-8733-clear-glass-with-bold-blue-crystal-accent
GI595GR;PART;GI595;;GI595;p-8734-clear-glass-with-bold-green-crystal-accent
GI595RE;PART;GI595;;GI595;p-5603-clear-glass-with-bold-red-crystal-accent
GI601;PRODUCT;GI601;Sweeping Curved Glass;;p-6300-sweeping-curved-glass-award
GI602BK;PRODUCT;GI602*;Deco Clear Glass with Colorful Glass Accents;GI602BL;p-5681-deco-clear-glass-with-black-glass-accents
GI602BL;PRODUCT;GI602*;Deco Clear Glass with Colorful Glass Accents;GI602BK;p-8750-deco-clear-glass-with-blue-glass-accents
GI603AM;PART;GI603;;GI603;p-5337-3-tier-glass-tower-award-amber
GI603BL;PART;GI603;;GI603;p-5338-3-tier-glass-tower-blue-award
GI604;PRODUCT;GI604;Beveled Glass with Metal Pin;;p-5421-beveled-glass-with-metal-pin-award-trophy
GI606;PRODUCT;GI606;Optic Crystal Tri-Pinnacle Tower (Includes Sandblast in 2 locations - Bars Sold Separately);;p-6138-optic-crystal-tri-pinnacle-award
GI606BARK;PRODUCT;GI606BAR*;Glass Bar with Silver Color-Fill (Includes FREE Sandblast Text Set-up);GI606BARB;p-5434-black-or-blue-glass-perpetual-bar-with-silver-color
GI607;PRODUCT;GI607;Clear and Black Crystal Diamond-Front Tower;;p-5666-crystal-diamond-tower-award
GI608B;PART;GI608;;GI608;p-5668-crystal-towers-w-black-jewel-cut-pillar
GI608W;PART;GI608;;GI608;p-5669-crystal-towers-w-white-jewel-cut-pillar
GI609;PRODUCT;GI609;Clear and Black Crystal Octagon (Includes Sandblast on Clear);;p-6111-optic-crystal-clear-and-black-octagon
GI630A;PART;GI630;;GI630;p-5670-crystal-vase-award
GI630B;PART;GI630;;GI630;p-5670-crystal-vase-award
GI631;PRODUCT;GI631;Crystal Centerpiece Bowl;;p-5639-crystal-centerpiece-bowl-award
GI633;ORPHAN;GI633;;;p-5640-crystal-clear-bowl
GI634;ORPHAN;GI634;;;p-5718-elegant-clear-vase
GI635A;PRODUCT;GI635A;Bold Clear Crystal Wedge - Medium;;p-5526-bold-clear-crystal-wedge-award
GI635B;PRODUCT;GI635B;Bold Clear Crystal Wedge - Large;;p-5526-bold-clear-crystal-wedge-award
GI636W;ORPHAN;GI636W;;;p-6339-white-fluted-vase
GI637;PRODUCT;GI637;Clear Crystal on Base;;p-5594-clear-crystal-on-base-award
GI638CLR;PART;GI638;;GI638;p-5593-clear-crystal-chisel-carve-award
GI638SBK;PART;GI638;;GI638;p-5565-chisel-carved-with-reflective-black-bottom-award
GI638SBL;PART;GI638;;GI638;p-8727-chisel-carved-reflective-blue-bottom-award
GI638SGO;PART;GI638;;GI638;p-5567-chisel-carved-with-reflective-gold-bottom-award
GI638SGR;PART;GI638;;GI638;p-8728-chisel-carved-reflective-green-bottom-award
GI638SRE;PART;GI638;;GI638;p-5569-chisel-carved-with-reflective-red-bottom-award
GI639A;ORPHAN;GI639A;;;p-5647-crystal-iceberg-award-small
GI639B;ORPHAN;GI639B;;;p-5646-crystal-iceberg-award-large
GI643;PRODUCT;GI643;Black and Clear Glass on Black Base;;p-5426-black-and-clear-glass-award-on-black-base
GI644;PRODUCT;GI644;Clear and Blue Glass on Black base;;p-5584-clear-and-blue-glass-award-on-black-base
GI647A;PRODUCT;GI647A;Bold Clear Crystal Facet Oval, Small;;p-8723-bold-clear-crystal-facet-oval
GI647B;PRODUCT;GI647B;Bold Clear Crystal Facet Oval, Med;;p-8723-bold-clear-crystal-facet-oval
